source,snapshot_path,url,params,sha256,bytes,http_status,retrieved_at
nepal_dcr,data/raw/nepal_dcr/DCR_2022_23_20260603T164048Z.pdf,https://giwmscdntwo.gov.np/media/pdf_upload/DCR%20Report%202022_23_pt2fped.pdf,IECCD Development Cooperation Report 2022/23,3408fce4f2574dfb697838b6e3479266ab28851153b94ba82222963aee23e504,8085055,200,2026-06-03T16:40:48Z
nepal_dcr,data/raw/nepal_dcr/DCR_2022_23_pdftotext_layout_20260603T164048Z.txt,https://giwmscdntwo.gov.np/media/pdf_upload/DCR%20Report%202022_23_pt2fped.pdf,pdftotext -layout,e3e374464477d6d775add1af69343162beb70692524b367b493ac7a87511b2a6,398259,200,2026-06-03T16:40:48Z
