funding_agency,funding_account,year,flow_stage,amount_usd,amount_usd_constant,source,source_url,retrieved_at
AGR,Commodity Credit Corporation Fund,2001,commitment,3627083.0,6099757.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,Commodity Credit Corporation Fund,2023,commitment,33100000.0,33910690.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,Commodity Credit Corporation Fund,2024,disbursement,14801257.0,14801257.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,Commodity Credit Corporation Fund,2025,commitment,9115000.0,8900789.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,Commodity Credit Corporation Fund,2025,disbursement,10487813.0,10241339.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,"Foreign Agricultural Service, Salaries and Expenses",2004,commitment,71270.0,113018.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,"Foreign Agricultural Service, Salaries and Expenses",2004,disbursement,71270.0,113018.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,"Foreign Agricultural Service, Salaries and Expenses",2022,commitment,50000.0,53559.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,"Foreign Agricultural Service, Salaries and Expenses",2023,commitment,50000.0,51225.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,"Foreign Agricultural Service, Salaries and Expenses",2023,disbursement,26168.0,26809.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,"Foreign Agricultural Service, Salaries and Expenses",2024,commitment,50000.0,50000.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,"Foreign Agricultural Service, Salaries and Expenses",2024,disbursement,24006.0,24006.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,"Foreign Agricultural Service, Salaries and Expenses",2025,disbursement,20593.0,20109.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,"Foreign Agricultural Service, Salaries and Expenses",2026,disbursement,4591.0,4392.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,McGovern-Dole International Food for Education and Child Nutrition Program Grants,2003,commitment,2833165.0,4602466.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,McGovern-Dole International Food for Education and Child Nutrition Program Grants,2003,disbursement,2833165.0,4602466.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,McGovern-Dole International Food for Education and Child Nutrition Program Grants,2005,commitment,11948496.0,18388067.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,McGovern-Dole International Food for Education and Child Nutrition Program Grants,2005,disbursement,11948496.0,18388067.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,McGovern-Dole International Food for Education and Child Nutrition Program Grants,2006,commitment,4637734.0,6912662.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,McGovern-Dole International Food for Education and Child Nutrition Program Grants,2006,disbursement,4637734.0,6912662.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,McGovern-Dole International Food for Education and Child Nutrition Program Grants,2012,commitment,3307431.0,4441276.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,McGovern-Dole International Food for Education and Child Nutrition Program Grants,2012,disbursement,3307431.0,4441276.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,McGovern-Dole International Food for Education and Child Nutrition Program Grants,2013,commitment,6000000.0,7913319.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,McGovern-Dole International Food for Education and Child Nutrition Program Grants,2013,disbursement,5949525.0,7846748.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,McGovern-Dole International Food for Education and Child Nutrition Program Grants,2014,disbursement,5016985.0,6498284.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,McGovern-Dole International Food for Education and Child Nutrition Program Grants,2015,disbursement,4852209.0,6220437.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,McGovern-Dole International Food for Education and Child Nutrition Program Grants,2016,disbursement,11838803.0,15056732.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,McGovern-Dole International Food for Education and Child Nutrition Program Grants,2017,disbursement,16128008.0,20171294.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,McGovern-Dole International Food for Education and Child Nutrition Program Grants,2018,disbursement,16805705.0,20562411.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,McGovern-Dole International Food for Education and Child Nutrition Program Grants,2019,disbursement,1230082.0,1478012.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,McGovern-Dole International Food for Education and Child Nutrition Program Grants,2020,disbursement,13036960.0,15464081.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,McGovern-Dole International Food for Education and Child Nutrition Program Grants,2021,commitment,25000000.0,28672627.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,McGovern-Dole International Food for Education and Child Nutrition Program Grants,2021,disbursement,9552909.0,10956280.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,McGovern-Dole International Food for Education and Child Nutrition Program Grants,2022,disbursement,9045972.0,9689789.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,McGovern-Dole International Food for Education and Child Nutrition Program Grants,2023,commitment,33000000.0,33808240.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,McGovern-Dole International Food for Education and Child Nutrition Program Grants,2023,disbursement,8562620.0,8772336.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,McGovern-Dole International Food for Education and Child Nutrition Program Grants,2024,disbursement,8761050.0,8761050.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,McGovern-Dole International Food for Education and Child Nutrition Program Grants,2025,disbursement,6127699.0,5983692.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,Public Law 480 Title II Grants,2002,commitment,2384300.0,3947637.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,Public Law 480 Title II Grants,2002,disbursement,2384300.0,3947637.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,Public Law 480 Title II Grants,2005,commitment,965200.0,1485389.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,Public Law 480 Title II Grants,2005,disbursement,965200.0,1485389.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,Public Law 480 Title II Grants,2006,commitment,1239400.0,1847359.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,Public Law 480 Title II Grants,2006,disbursement,1239400.0,1847359.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,Public Law 480 Title II Grants,2007,commitment,6055800.0,8784492.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,Public Law 480 Title II Grants,2007,disbursement,6055800.0,8784492.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,Public Law 480 Title II Grants,2008,commitment,18831700.0,26761513.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,Public Law 480 Title II Grants,2008,disbursement,18831700.0,26761513.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,Public Law 480 Title II Grants,2009,commitment,8764700.0,12329335.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,Public Law 480 Title II Grants,2009,disbursement,8764700.0,12329335.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,Public Law 480 Title II Grants,2010,commitment,3620900.0,5049799.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,Public Law 480 Title II Grants,2010,disbursement,3620900.0,5049799.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,Public Law 480 Title II Grants,2011,commitment,13723000.0,18761865.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,Public Law 480 Title II Grants,2011,disbursement,13723000.0,18761865.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,Public Law 480 Title II Grants,2012,commitment,6547800.0,8792497.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,Public Law 480 Title II Grants,2012,disbursement,6547800.0,8792497.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,Public Law 480 Title II Grants,2013,commitment,2093000.0,2760429.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,Public Law 480 Title II Grants,2013,disbursement,2093000.0,2760429.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,Public Law 480 Title II Grants,2015,commitment,4638592.0,5946582.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,Public Law 480 Title II Grants,2015,disbursement,4433190.0,5683265.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,Public Law 480 Title II Grants,2016,commitment,243003.0,309054.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,Public Law 480 Title II Grants,2016,disbursement,297911.0,378889.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,Public Law 480 Title II Grants,2017,commitment,375480.0,469614.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,Public Law 480 Title II Grants,2017,disbursement,371028.0,464044.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,Public Law 480 Title II Grants,2018,commitment,644413.0,788458.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,Public Law 480 Title II Grants,2018,disbursement,450777.0,551545.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,Public Law 480 Title II Grants,2019,commitment,385868.0,463642.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,Public Law 480 Title II Grants,2019,disbursement,438429.0,526796.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,Public Law 480 Title II Grants,2020,commitment,279251.0,331239.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,Public Law 480 Title II Grants,2020,disbursement,365349.0,433365.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,Public Law 480 Title II Grants,2021,commitment,413511.0,474258.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,Public Law 480 Title II Grants,2021,disbursement,379668.0,435442.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,Public Law 480 Title II Grants,2022,commitment,110286.0,118133.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,Public Law 480 Title II Grants,2022,disbursement,142628.0,152776.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,Public Law 480 Title II Grants,2023,commitment,-192550.0,-197266.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,Public Law 480 Title II Grants,2023,disbursement,18858.0,19318.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,Public Law 480 Title II Grants,2025,commitment,124210.0,121293.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,Public Law 480 Title II Grants,2025,disbursement,23644.0,23089.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,Public Law 480 Title II Grants,2026,commitment,-42731.0,-40877.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,Public Law 480 Title II Grants,2026,disbursement,2736.0,2618.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,"State and Private Forestry, Forest Service",2016,commitment,293054.0,372710.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
AGR,"State and Private Forestry, Forest Service",2016,disbursement,293054.0,372710.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DFC,"United States International Development Finance Corporation, Program Account",2023,commitment,4998950.0,5121385.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOD,"Department of Defense, Defense Health Program",2006,commitment,36596.0,54547.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOD,"Department of Defense, Defense Health Program",2006,disbursement,13404.0,19979.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOD,"Department of Defense, Defense Health Program",2007,commitment,13404.0,19444.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOD,"Department of Defense, Defense Health Program",2007,disbursement,12543.0,18195.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOD,"Department of Defense, Defense Health Program",2008,disbursement,6078.0,8637.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOD,"Department of Defense, Defense Health Program",2009,disbursement,12168.0,17117.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOD,"Department of Defense, Defense Health Program",2010,commitment,86400.0,120496.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOD,"Department of Defense, Defense Health Program",2010,disbursement,50000.0,69731.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOD,"Department of Defense, Defense Health Program",2011,commitment,122000.0,166796.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOD,"Department of Defense, Defense Health Program",2011,disbursement,72782.0,99506.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOD,"Department of Defense, Defense Health Program",2012,commitment,142000.0,190680.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOD,"Department of Defense, Defense Health Program",2012,disbursement,30833.0,41403.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOD,"Department of Defense, Defense Health Program",2013,commitment,21400.0,28224.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOD,"Department of Defense, Defense Health Program",2013,disbursement,50514.0,66622.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOD,"Department of Defense, Defense Health Program",2014,disbursement,7353.0,9524.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOD,"Department of Defense, Operation and Maintenance, Defense-Wide",2011,commitment,478186.0,653768.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOD,"Department of Defense, Operation and Maintenance, Defense-Wide",2011,disbursement,478186.0,653768.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOD,"Department of Defense, Operation and Maintenance, Defense-Wide",2012,commitment,472186.0,634060.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOD,"Department of Defense, Operation and Maintenance, Defense-Wide",2012,disbursement,472186.0,634060.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOD,"Department of Defense, Operation and Maintenance, Defense-Wide",2013,commitment,465728.0,614242.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOD,"Department of Defense, Operation and Maintenance, Defense-Wide",2013,disbursement,465728.0,614242.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOD,"Department of Defense, Operation and Maintenance, Defense-Wide",2014,commitment,161902.0,209705.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOD,"Department of Defense, Operation and Maintenance, Defense-Wide",2014,disbursement,161902.0,209705.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOD,"Department of Defense, Operation and Maintenance, Defense-Wide",2016,commitment,204958.0,260668.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOD,"Department of Defense, Operation and Maintenance, Defense-Wide",2016,disbursement,204958.0,260668.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOD,"Department of Defense, Operation and Maintenance, Defense-Wide",2018,commitment,126780.0,155119.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOD,"Department of Defense, Operation and Maintenance, Defense-Wide",2018,disbursement,126780.0,155119.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOD,"Department of Defense, Operation and Maintenance, Defense-Wide",2019,commitment,324052.0,389367.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOD,"Department of Defense, Operation and Maintenance, Defense-Wide",2019,disbursement,324052.0,389367.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOD,"Department of Defense, Operation and Maintenance, Defense-Wide",2020,commitment,81320.0,96460.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOD,"Department of Defense, Operation and Maintenance, Defense-Wide",2020,disbursement,81320.0,96460.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOD,"Department of Defense, Overseas Contingency Operations Transfer Fund",2015,commitment,371510.0,476269.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOD,"Department of Defense, Overseas Contingency Operations Transfer Fund",2015,disbursement,371510.0,476269.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOD,"Department of Defense, Overseas Humanitarian, Disaster, and Civic Aid",2015,commitment,21102000.0,27052349.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOD,"Department of Defense, Overseas Humanitarian, Disaster, and Civic Aid",2015,disbursement,9706000.0,12442901.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOD,"Department of Defense, Overseas Humanitarian, Disaster, and Civic Aid",2016,commitment,-45000.0,-57232.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOD,"Department of Defense, Overseas Humanitarian, Disaster, and Civic Aid",2016,disbursement,11301000.0,14372748.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOD,"Department of Defense, Overseas Humanitarian, Disaster, and Civic Aid",2018,disbursement,50000.0,61177.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOD,Excess Defense Articles,2003,commitment,570309.0,926465.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOD,Excess Defense Articles,2003,disbursement,570309.0,926465.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOD,Excess Defense Articles,2005,commitment,2236225.0,3441426.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOD,Excess Defense Articles,2005,disbursement,2236225.0,3441426.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOD,Excess Defense Articles,2006,commitment,176126.0,262520.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOD,Excess Defense Articles,2006,disbursement,176126.0,262520.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOD,Excess Defense Articles,2016,commitment,261905.0,333094.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOD,Excess Defense Articles,2016,disbursement,261905.0,333094.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOD,Excess Defense Articles,2018,commitment,6000000.0,7341225.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOD,Excess Defense Articles,2018,disbursement,6000000.0,7341225.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOE,"Department of Energy, Defense Nuclear Nonproliferation",2009,commitment,71870.0,101100.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOE,"Department of Energy, Defense Nuclear Nonproliferation",2009,disbursement,154950.0,217969.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOE,"Department of Energy, Defense Nuclear Nonproliferation",2010,commitment,355091.0,495219.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOE,"Department of Energy, Defense Nuclear Nonproliferation",2010,disbursement,390466.0,544554.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOE,"Department of Energy, Defense Nuclear Nonproliferation",2011,commitment,318000.0,434765.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOE,"Department of Energy, Defense Nuclear Nonproliferation",2011,disbursement,236661.0,323559.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOE,"Department of Energy, Defense Nuclear Nonproliferation",2012,commitment,389009.0,522368.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOE,"Department of Energy, Defense Nuclear Nonproliferation",2012,disbursement,406566.0,545944.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOE,"Department of Energy, Defense Nuclear Nonproliferation",2013,commitment,766828.0,1011359.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOE,"Department of Energy, Defense Nuclear Nonproliferation",2013,disbursement,447966.0,590818.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOE,"Department of Energy, Defense Nuclear Nonproliferation",2014,commitment,498715.0,645964.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOE,"Department of Energy, Defense Nuclear Nonproliferation",2014,disbursement,259297.0,335857.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOE,"Department of Energy, Defense Nuclear Nonproliferation",2019,commitment,4631.0,5565.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOE,"Department of Energy, Defense Nuclear Nonproliferation",2019,disbursement,41345.0,49677.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOE,"Department of Energy, Defense Nuclear Nonproliferation",2020,disbursement,256.0,304.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOE,"Department of Energy, Defense Nuclear Nonproliferation",2021,commitment,2146.0,2461.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOE,"Department of Energy, Defense Nuclear Nonproliferation",2021,disbursement,40811.0,46806.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOE,"Department of Energy, Defense Nuclear Nonproliferation",2022,commitment,74523.0,79827.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOE,"Department of Energy, Defense Nuclear Nonproliferation",2022,disbursement,47675.0,51068.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOE,"Department of Energy, Defense Nuclear Nonproliferation",2023,commitment,12777.0,13090.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOE,"Department of Energy, Defense Nuclear Nonproliferation",2023,disbursement,1153.0,1181.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOE,"Department of Energy, Defense Nuclear Nonproliferation",2024,commitment,103990.0,103990.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOE,"Department of Energy, Defense Nuclear Nonproliferation",2024,disbursement,228867.0,228867.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOE,"Weapons Activities, National Nuclear Security Administration, Energy",2019,commitment,1106.0,1329.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOI,"U.S. Fish and Wildlife Service, Contributed Funds",2015,commitment,15034.0,19273.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOI,"U.S. Fish and Wildlife Service, Contributed Funds",2015,disbursement,15034.0,19273.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOI,"U.S. Fish and Wildlife Service, Contributed Funds",2017,commitment,1000.0,1251.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOI,"U.S. Fish and Wildlife Service, Contributed Funds",2018,disbursement,1000.0,1224.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOI,"U.S. Fish and Wildlife Service, Multinational Species Conservation Fund",2002,commitment,113312.0,187608.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOI,"U.S. Fish and Wildlife Service, Multinational Species Conservation Fund",2002,disbursement,113312.0,187608.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOI,"U.S. Fish and Wildlife Service, Multinational Species Conservation Fund",2003,commitment,70706.0,114862.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOI,"U.S. Fish and Wildlife Service, Multinational Species Conservation Fund",2003,disbursement,70706.0,114862.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOI,"U.S. Fish and Wildlife Service, Multinational Species Conservation Fund",2004,commitment,112847.0,178950.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
