funding_agency,funding_account,year,flow_stage,amount_usd,amount_usd_constant,source,source_url,retrieved_at
USAID,Economic Support Fund,2015,disbursement,28006329.0,35903563.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Economic Support Fund,2016,commitment,66979218.0,85184973.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Economic Support Fund,2016,disbursement,52178620.0,66361412.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Economic Support Fund,2017,commitment,65037693.0,81342641.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Economic Support Fund,2017,disbursement,50549232.0,63221918.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Economic Support Fund,2018,commitment,69340754.0,84841005.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Economic Support Fund,2018,disbursement,66977984.0,81950068.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Economic Support Fund,2019,commitment,97600515.0,117272513.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Economic Support Fund,2019,disbursement,65862637.0,79137673.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Economic Support Fund,2020,commitment,58907406.0,69874321.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Economic Support Fund,2020,disbursement,66136081.0,78448777.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Economic Support Fund,2021,commitment,60871794.0,69814174.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Economic Support Fund,2021,disbursement,73881597.0,84735193.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Economic Support Fund,2022,commitment,56941831.0,60994468.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Economic Support Fund,2022,disbursement,69762285.0,74727369.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Economic Support Fund,2023,commitment,40456466.0,41447330.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Economic Support Fund,2023,disbursement,45154793.0,46260725.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Economic Support Fund,2024,commitment,24860032.0,24860032.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Economic Support Fund,2024,disbursement,44592906.0,44592906.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Economic Support Fund,2025,commitment,4752871.0,4641169.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Economic Support Fund,2025,disbursement,24418331.0,23844477.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Economic Support Fund,2026,commitment,-36692.0,-35099.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Economic Support Fund,2026,disbursement,2083507.0,1993151.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Foreign National Employees Separation Liability Fund,2001,commitment,26330.0,44280.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Foreign National Employees Separation Liability Fund,2001,disbursement,9321.0,15675.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Foreign National Employees Separation Liability Fund,2002,commitment,4926.0,8156.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Foreign National Employees Separation Liability Fund,2002,disbursement,377.0,623.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Foreign National Employees Separation Liability Fund,2003,commitment,62257.0,101136.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Foreign National Employees Separation Liability Fund,2003,disbursement,10583.0,17192.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Foreign National Employees Separation Liability Fund,2004,commitment,64076.0,101611.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Foreign National Employees Separation Liability Fund,2005,commitment,71096.0,109414.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Foreign National Employees Separation Liability Fund,2005,disbursement,47946.0,73786.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Foreign National Employees Separation Liability Fund,2006,disbursement,25778.0,38423.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Foreign National Employees Separation Liability Fund,2007,commitment,52450.0,76084.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Foreign National Employees Separation Liability Fund,2007,disbursement,21205.0,30761.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Foreign National Employees Separation Liability Fund,2008,commitment,107343.0,152545.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Foreign National Employees Separation Liability Fund,2008,disbursement,29912.0,42508.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Foreign National Employees Separation Liability Fund,2009,commitment,52061.0,73234.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Foreign National Employees Separation Liability Fund,2009,disbursement,18845.0,26511.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Foreign National Employees Separation Liability Fund,2010,commitment,185387.0,258545.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Foreign National Employees Separation Liability Fund,2010,disbursement,126931.0,177022.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Foreign National Employees Separation Liability Fund,2011,commitment,105300.0,143964.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Foreign National Employees Separation Liability Fund,2011,disbursement,24099.0,32948.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Foreign National Employees Separation Liability Fund,2012,commitment,82531.0,110824.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Foreign National Employees Separation Liability Fund,2012,disbursement,13861.0,18613.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Foreign National Employees Separation Liability Fund,2013,commitment,82447.0,108738.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Foreign National Employees Separation Liability Fund,2013,disbursement,73049.0,96342.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Foreign National Employees Separation Liability Fund,2014,commitment,84296.0,109185.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Foreign National Employees Separation Liability Fund,2014,disbursement,17665.0,22881.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Foreign National Employees Separation Liability Fund,2015,commitment,145185.0,186124.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Foreign National Employees Separation Liability Fund,2015,disbursement,12417.0,15919.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Foreign National Employees Separation Liability Fund,2016,commitment,223026.0,283647.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Foreign National Employees Separation Liability Fund,2016,disbursement,60435.0,76863.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Foreign National Employees Separation Liability Fund,2017,commitment,300542.0,375888.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Foreign National Employees Separation Liability Fund,2017,disbursement,61880.0,77393.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Foreign National Employees Separation Liability Fund,2018,commitment,87526.0,107091.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Foreign National Employees Separation Liability Fund,2018,disbursement,268011.0,327922.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Foreign National Employees Separation Liability Fund,2019,commitment,132465.0,159164.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Foreign National Employees Separation Liability Fund,2019,disbursement,30005.0,36054.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Foreign National Employees Separation Liability Fund,2020,commitment,134070.0,159030.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Foreign National Employees Separation Liability Fund,2020,disbursement,59759.0,70885.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Foreign National Employees Separation Liability Fund,2021,commitment,196222.0,225048.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Foreign National Employees Separation Liability Fund,2022,commitment,325595.0,348768.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Foreign National Employees Separation Liability Fund,2022,disbursement,251762.0,269680.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Foreign National Employees Separation Liability Fund,2023,disbursement,120885.0,123846.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Foreign National Employees Separation Liability Fund,2024,commitment,289746.0,289746.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Foreign National Employees Separation Liability Fund,2024,disbursement,303375.0,303375.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Foreign National Employees Separation Liability Fund,2025,disbursement,142980.0,139620.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Foreign National Employees Separation Liability Fund,2026,commitment,-25.0,-24.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
USAID,Foreign National Employees Separation Liability Fund,2026,disbursement,1236529.0,1182902.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
