source,sector,year,flow_stage,amount_usd
oecd_crs,trade,2022,disbursement,4800289.0
oecd_crs,trade,2023,commitment,30197745.0
oecd_crs,trade,2023,disbursement,34609443.0
oecd_crs,trade,2024,commitment,22864442.0
oecd_crs,trade,2024,disbursement,24196970.0
oecd_crs,transport,2015,commitment,63914919.0
oecd_crs,transport,2015,disbursement,82704730.0
oecd_crs,transport,2016,commitment,242180439.0
oecd_crs,transport,2016,disbursement,85605627.0
oecd_crs,transport,2017,commitment,228884757.0
oecd_crs,transport,2017,disbursement,108661452.0
oecd_crs,transport,2018,commitment,321583531.0
oecd_crs,transport,2018,disbursement,123120764.0
oecd_crs,transport,2019,commitment,206747160.0
oecd_crs,transport,2019,disbursement,93755940.0
oecd_crs,transport,2020,commitment,625430788.0
oecd_crs,transport,2020,disbursement,149913640.0
oecd_crs,transport,2021,commitment,3588230.0
oecd_crs,transport,2021,disbursement,72468759.0
oecd_crs,transport,2022,commitment,130950949.0
oecd_crs,transport,2022,disbursement,89936111.0
oecd_crs,transport,2023,commitment,351673562.0
oecd_crs,transport,2023,disbursement,132810061.0
oecd_crs,transport,2024,commitment,105863528.0
oecd_crs,transport,2024,disbursement,199138468.0
oecd_crs,unallocated,2015,commitment,1325540.0
oecd_crs,unallocated,2015,disbursement,16543898.0
oecd_crs,unallocated,2016,commitment,5952255.0
oecd_crs,unallocated,2016,disbursement,26553648.0
oecd_crs,unallocated,2017,commitment,815426.0
oecd_crs,unallocated,2017,disbursement,15327120.0
oecd_crs,unallocated,2018,commitment,4386742.0
oecd_crs,unallocated,2018,disbursement,18818187.0
oecd_crs,unallocated,2019,commitment,5107193.0
oecd_crs,unallocated,2019,disbursement,35275578.0
oecd_crs,unallocated,2020,commitment,4228293.0
oecd_crs,unallocated,2020,disbursement,16006613.0
oecd_crs,unallocated,2021,commitment,4994200.0
oecd_crs,unallocated,2021,disbursement,21657296.0
oecd_crs,unallocated,2022,commitment,7795815.0
oecd_crs,unallocated,2022,disbursement,14065186.0
oecd_crs,unallocated,2023,commitment,3409748.0
oecd_crs,unallocated,2023,disbursement,15550796.0
oecd_crs,unallocated,2024,commitment,4162779.0
oecd_crs,unallocated,2024,disbursement,5580082.0
oecd_crs,water,2015,commitment,76195941.0
oecd_crs,water,2015,disbursement,72702465.0
oecd_crs,water,2016,commitment,183946357.0
oecd_crs,water,2016,disbursement,83673141.0
oecd_crs,water,2017,commitment,104719576.0
oecd_crs,water,2017,disbursement,129978910.0
oecd_crs,water,2018,commitment,176463074.0
oecd_crs,water,2018,disbursement,94042519.0
oecd_crs,water,2019,commitment,50380675.0
oecd_crs,water,2019,disbursement,103630585.0
oecd_crs,water,2020,commitment,36279538.0
oecd_crs,water,2020,disbursement,99191281.0
oecd_crs,water,2021,commitment,34467346.0
oecd_crs,water,2021,disbursement,152255996.0
oecd_crs,water,2022,commitment,107550859.0
oecd_crs,water,2022,disbursement,97716373.0
oecd_crs,water,2023,commitment,17832764.0
oecd_crs,water,2023,disbursement,71976212.0
oecd_crs,water,2024,commitment,230406038.0
oecd_crs,water,2024,disbursement,64648589.0
wb_projects,(Historic)Electric Power & Other Energy,1975,commitment,0.0
wb_projects,(Historic)Electric Power & Other Energy,1979,commitment,0.0
wb_projects,(Historic)Electric Power & Other Energy,1984,commitment,0.0
wb_projects,(Historic)Electric Power & Other Energy,1988,commitment,0.0
wb_projects,(Historic)Health and other social services,1989,commitment,0.0
wb_projects,(Historic)Industry,1981,commitment,0.0
wb_projects,(Historic)Industry,1984,commitment,0.0
wb_projects,(Historic)Industry,1986,commitment,0.0
wb_projects,(Historic)Multisector,1987,commitment,0.0
wb_projects,(Historic)Multisector,1989,commitment,0.0
wb_projects,(Historic)Oil & Gas,1982,commitment,0.0
wb_projects,(Historic)Urban Development,1972,commitment,0.0
wb_projects,Agriculture,1973,commitment,0.0
wb_projects,Agriculture,1974,commitment,0.0
wb_projects,Agriculture,1976,commitment,0.0
wb_projects,Agriculture,1978,commitment,0.0
wb_projects,Agriculture,1979,commitment,0.0
wb_projects,Agriculture,1980,commitment,0.0
wb_projects,Agriculture,1981,commitment,0.0
wb_projects,Agriculture,1983,commitment,0.0
wb_projects,Agriculture,1985,commitment,0.0
wb_projects,Agriculture,1986,commitment,0.0
wb_projects,Agriculture,1987,commitment,0.0
wb_projects,Agriculture,2003,commitment,3000000.0
wb_projects,Agriculture,2024,commitment,262000000.0
wb_projects,Agriculture,2025,commitment,137000000.0
wb_projects,Digital Development,2026,commitment,50000000.0
wb_projects,Education,1978,commitment,0.0
wb_projects,Education,1981,commitment,0.0
wb_projects,Education,1984,commitment,0.0
wb_projects,Education,1989,commitment,0.0
wb_projects,Education,2025,commitment,27666250.0
wb_projects,Energy and Extractives,1990,commitment,47200000.0
wb_projects,Energy and Extractives,1992,commitment,93000000.0
wb_projects,Energy and Extractives,1997,commitment,79770000.0
wb_projects,Energy and Extractives,2007,commitment,5000000.0
wb_projects,Energy and Mineral Resources,2025,commitment,120000000.0
wb_projects,Energy and Mineral Resources,2026,commitment,52000000.0
wb_projects,FY17 - Agriculture,0,commitment,2752108.0
wb_projects,FY17 - Agriculture,1988,commitment,41300000.0
wb_projects,FY17 - Agriculture,1989,commitment,30500000.0
wb_projects,FY17 - Agriculture,1997,commitment,24300000.0
wb_projects,FY17 - Agriculture,2004,commitment,49000000.0
wb_projects,FY17 - Agriculture,2006,commitment,67800000.0
wb_projects,FY17 - Agriculture,2007,commitment,108640974.0
wb_projects,FY17 - Agriculture,2008,commitment,31000000.0
wb_projects,FY17 - Agriculture,2009,commitment,71632472.0
wb_projects,FY17 - Agriculture,2010,commitment,47800000.0
wb_projects,FY17 - Agriculture,2011,commitment,108000000.0
wb_projects,FY17 - Agriculture,2012,commitment,50000000.0
wb_projects,FY17 - Agriculture,2013,commitment,207500000.0
wb_projects,FY17 - Agriculture,2014,commitment,5000000.0
wb_projects,FY17 - Agriculture,2016,commitment,250000.0
wb_projects,FY17 - Agriculture,2017,commitment,46200000.0
wb_projects,FY17 - Agriculture,2018,commitment,88700000.0
wb_projects,FY17 - Agriculture,2020,commitment,159500000.0
wb_projects,FY17 - Agriculture,2021,commitment,45000000.0
wb_projects,FY17 - Agriculture,2022,commitment,104500000.0
wb_projects,FY17 - Agriculture,2023,commitment,20000000.0
wb_projects,FY17 - Education,1989,commitment,11400000.0
wb_projects,FY17 - Education,1992,commitment,30600000.0
wb_projects,FY17 - Education,1993,commitment,20000000.0
wb_projects,FY17 - Education,1994,commitment,50500000.0
wb_projects,FY17 - Education,1999,commitment,12500000.0
wb_projects,FY17 - Education,2003,commitment,75000000.0
wb_projects,FY17 - Education,2004,commitment,50000000.0
wb_projects,FY17 - Education,2007,commitment,120000000.0
wb_projects,FY17 - Education,2009,commitment,130000000.0
wb_projects,FY17 - Education,2010,commitment,2050000.0
wb_projects,FY17 - Education,2011,commitment,50000000.0
wb_projects,FY17 - Education,2012,commitment,1507000.0
wb_projects,FY17 - Education,2013,commitment,100000000.0
wb_projects,FY17 - Education,2014,commitment,640000.0
wb_projects,FY17 - Education,2015,commitment,65000000.0
wb_projects,FY17 - Education,2016,commitment,1164000000.0
wb_projects,FY17 - Education,2017,commitment,245000000.0
wb_projects,FY17 - Education,2019,commitment,23958000.0
wb_projects,FY17 - Education,2020,commitment,10850000.0
wb_projects,FY17 - Education,2021,commitment,110000000.0
wb_projects,FY17 - Education,2023,commitment,120000000.0
wb_projects,FY17 - Energy and Extractives,0,commitment,850000000.0
wb_projects,FY17 - Energy and Extractives,2003,commitment,133141936.0
wb_projects,FY17 - Energy and Extractives,2007,commitment,9400000.0
wb_projects,FY17 - Energy and Extractives,2009,commitment,57092080.0
wb_projects,FY17 - Energy and Extractives,2011,commitment,137000000.0
wb_projects,FY17 - Energy and Extractives,2013,commitment,66259572.0
wb_projects,FY17 - Energy and Extractives,2014,commitment,183900000.0
wb_projects,FY17 - Energy and Extractives,2015,commitment,20000000.0
wb_projects,FY17 - Energy and Extractives,2018,commitment,100000000.0
wb_projects,FY17 - Energy and Extractives,2019,commitment,6110000.0
wb_projects,FY17 - Energy and Extractives,2021,commitment,1000000.0
wb_projects,FY17 - Energy and Extractives,2024,commitment,100000000.0
wb_projects,FY17 - Financial Sector,0,commitment,300000000.0
wb_projects,FY17 - Financial Sector,2004,commitment,90500000.0
wb_projects,FY17 - Financial Sector,2005,commitment,50000000.0
wb_projects,FY17 - Financial Sector,2011,commitment,2380000.0
wb_projects,FY17 - Financial Sector,2013,commitment,30000000.0
wb_projects,FY17 - Financial Sector,2015,commitment,100000000.0
wb_projects,FY17 - Financial Sector,2017,commitment,100000000.0
wb_projects,FY17 - Financial Sector,2018,commitment,100000000.0
wb_projects,FY17 - Financial Sector,2020,commitment,200000000.0
wb_projects,FY17 - Financial Sector,2021,commitment,150000000.0
wb_projects,FY17 - Financial Sector,2022,commitment,150000000.0
wb_projects,FY17 - Financial Sector,2024,commitment,80000000.0
wb_projects,FY17 - Health,1991,commitment,60000000.0
wb_projects,FY17 - Health,1994,commitment,26700000.0
wb_projects,FY17 - Health,1996,commitment,16730000.0
wb_projects,FY17 - Health,2004,commitment,75300000.0
wb_projects,FY17 - Health,2008,commitment,77000000.0
wb_projects,FY17 - Health,2010,commitment,139152000.0
wb_projects,FY17 - Health,2012,commitment,40000000.0
wb_projects,FY17 - Health,2017,commitment,150000000.0
wb_projects,FY17 - Health,2020,commitment,154000000.0
wb_projects,FY17 - Health,2021,commitment,125000000.0
wb_projects,FY17 - Health,2022,commitment,18000000.0
wb_projects,FY17 - Health,2023,commitment,100000000.0
wb_projects,FY17 - Industry,0,commitment,70000000.0
wb_projects,FY17 - Industry,2005,commitment,3000000.0
wb_projects,FY17 - Industry,2013,commitment,101750000.0
wb_projects,FY17 - Industry,2015,commitment,500000000.0
wb_projects,FY17 - Industry,2017,commitment,310000000.0
wb_projects,FY17 - Industry,2020,commitment,700375008.0
wb_projects,FY17 - Industry,2022,commitment,205000000.0
wb_projects,FY17 - Information and Communications Technologies,1992,commitment,55000000.0
wb_projects,FY17 - Information and Communications Technologies,2001,commitment,22560000.0
wb_projects,FY17 - Information and Communications Technologies,2002,commitment,10276829.0
wb_projects,FY17 - Information and Communications Technologies,2010,commitment,35000.0
wb_projects,FY17 - Information and Communications Technologies,2016,commitment,6000000.0
wb_projects,FY17 - Information and Communications Technologies,2017,commitment,4500000.0
wb_projects,FY17 - Information and Communications Technologies,2018,commitment,148000000.0
wb_projects,FY17 - Information and Communications Technologies,2022,commitment,140000000.0
wb_projects,FY17 - Information and Communications Technologies,2025,commitment,56000000.0
wb_projects,FY17 - Public Administration,1997,commitment,23500000.0
wb_projects,FY17 - Public Administration,1999,commitment,59500000.0
wb_projects,FY17 - Public Administration,2007,commitment,42600000.0
wb_projects,FY17 - Public Administration,2008,commitment,50000000.0
wb_projects,FY17 - Public Administration,2009,commitment,3000000.0
wb_projects,FY17 - Public Administration,2011,commitment,29300000.0
wb_projects,FY17 - Public Administration,2012,commitment,800000.0
wb_projects,FY17 - Public Administration,2014,commitment,570000.0
wb_projects,FY17 - Public Administration,2015,commitment,3680000.0
wb_projects,FY17 - Public Administration,2018,commitment,200000000.0
wb_projects,FY17 - Public Administration,2019,commitment,100000000.0
wb_projects,FY17 - Public Administration,2020,commitment,150000000.0
wb_projects,FY17 - Social Protection,0,commitment,80000000.0
wb_projects,FY17 - Social Protection,2008,commitment,60000000.0
wb_projects,FY17 - Social Protection,2011,commitment,2000000.0
wb_projects,FY17 - Social Protection,2012,commitment,2646777.0
wb_projects,FY17 - Social Protection,2016,commitment,150000000.0
wb_projects,FY17 - Social Protection,2017,commitment,3000000.0
wb_projects,FY17 - Social Protection,2019,commitment,116500000.0
wb_projects,FY17 - Social Protection,2024,commitment,4600000.0
wb_projects,FY17 - Transportation,2005,commitment,32000000.0
wb_projects,FY17 - Transportation,2009,commitment,45000000.0
wb_projects,FY17 - Transportation,2010,commitment,75000000.0
wb_projects,FY17 - Transportation,2012,commitment,60000000.0
wb_projects,FY17 - Transportation,2013,commitment,100000000.0
wb_projects,FY17 - Transportation,2015,commitment,7470000.0
wb_projects,FY17 - Transportation,2016,commitment,55000000.0
wb_projects,FY17 - Transportation,2024,commitment,100000000.0
wb_projects,FY17 - Water,2009,commitment,273000.0
wb_projects,FY17 - Water,2012,commitment,4600000.0
wb_projects,FY17 - Water,2014,commitment,72000000.0
wb_projects,FY17 - Water,2022,commitment,70055520.0
wb_projects,Financial Sector,1977,commitment,0.0
wb_projects,Financial Sector,2001,commitment,1000000.0
wb_projects,Financial Sector,2010,commitment,27000000.0
wb_projects,Financial Sector,2026,commitment,95000000.0
wb_projects,Industry,2026,commitment,85000000.0
wb_projects,Information and Communications Technologies,1969,commitment,0.0
wb_projects,Information and Communications Technologies,1973,commitment,0.0
wb_projects,Information and Communications Technologies,1978,commitment,0.0
wb_projects,Information and Communications Technologies,1985,commitment,0.0
wb_projects,Public Administration,1976,commitment,0.0
wb_projects,Public Administration,1983,commitment,0.0
wb_projects,Public Administration,2025,commitment,10000000.0
wb_projects,Social Sustainability and Inclusion,2025,commitment,3000000.0
wb_projects,Transportation,1970,commitment,0.0
wb_projects,Transportation,1977,commitment,0.0
wb_projects,Transportation,1984,commitment,0.0
wb_projects,Transportation,1988,commitment,0.0
wb_projects,Transportation,1989,commitment,0.0
wb_projects,Transportation,2025,commitment,350000000.0
wb_projects,Water,1974,commitment,0.0
wb_projects,Water,1977,commitment,0.0
wb_projects,Water,1980,commitment,0.0
wb_projects,Water,2004,commitment,15000000.0
