usg_category,usg_sector,year,flow_stage,amount_usd,amount_usd_constant,source,source_url,retrieved_at
"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,2023,commitment,726980.0,744786.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,2023,disbursement,1659668.0,1700317.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,2024,commitment,7820559.0,7820559.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,2024,disbursement,1860763.0,1860763.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,2025,commitment,-1724421.0,-1683896.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,2025,disbursement,1391397.0,1358697.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Agriculture,2001,commitment,-2355.0,-3960.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Agriculture,2001,disbursement,3123540.0,5252940.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Agriculture,2002,commitment,3278244.0,5427720.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Agriculture,2002,disbursement,2343818.0,3880612.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Agriculture,2003,commitment,1048488.0,1703266.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Agriculture,2003,disbursement,2158565.0,3506582.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Agriculture,2004,commitment,2174173.0,3447747.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Agriculture,2004,disbursement,2068856.0,3280738.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Agriculture,2005,commitment,2268487.0,3491076.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Agriculture,2005,disbursement,2453392.0,3775635.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Agriculture,2006,commitment,932324.0,1389654.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Agriculture,2006,disbursement,2489815.0,3711135.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Agriculture,2007,commitment,44740.0,64902.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Agriculture,2007,disbursement,1098981.0,1594172.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Agriculture,2008,commitment,3422650.0,4863889.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Agriculture,2008,disbursement,1742340.0,2476020.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Agriculture,2009,commitment,266188.0,374442.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Agriculture,2009,disbursement,1870726.0,2631556.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Agriculture,2010,commitment,1435997.0,2002676.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Agriculture,2010,disbursement,245290.0,342094.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Agriculture,2011,commitment,7345740.0,10042976.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Agriculture,2011,disbursement,1724956.0,2358334.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Agriculture,2012,commitment,8732817.0,11726579.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Agriculture,2012,disbursement,10592367.0,14223612.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Agriculture,2013,commitment,9414342.0,12416447.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Agriculture,2013,disbursement,5329938.0,7029582.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Agriculture,2014,commitment,4131969.0,5351964.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Agriculture,2014,disbursement,6823163.0,8837743.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Agriculture,2015,commitment,30729873.0,39395090.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Agriculture,2015,disbursement,13296165.0,17045425.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Agriculture,2016,commitment,33967673.0,43200497.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Agriculture,2016,disbursement,19957385.0,25382045.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Agriculture,2017,commitment,19938520.0,24937108.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Agriculture,2017,disbursement,33156231.0,41468490.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Agriculture,2018,commitment,20439766.0,25008818.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Agriculture,2018,disbursement,23857462.0,29190495.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Agriculture,2019,commitment,12760966.0,15333019.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Agriculture,2019,disbursement,19431801.0,23348408.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Agriculture,2020,commitment,13307135.0,15784554.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Agriculture,2020,disbursement,13636471.0,16175202.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Agriculture,2021,commitment,12611925.0,14464682.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Agriculture,2021,disbursement,9905069.0,11360174.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Agriculture,2022,commitment,18082327.0,19369276.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Agriculture,2022,disbursement,10061100.0,10777168.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Agriculture,2023,commitment,48076756.0,49254257.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Agriculture,2023,disbursement,12891154.0,13206889.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Agriculture,2024,commitment,46427339.0,46427339.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Agriculture,2024,disbursement,32108281.0,32108281.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Agriculture,2025,commitment,564433.0,551168.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Agriculture,2025,disbursement,27820144.0,27166344.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Agriculture,2026,disbursement,209513.0,200426.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Economic Development - General,2012,commitment,575899.0,773326.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Economic Development - General,2012,disbursement,101454.0,136233.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Economic Development - General,2013,commitment,18137.0,23919.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Economic Development - General,2013,disbursement,260318.0,343330.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Economic Development - General,2014,commitment,338352.0,438252.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Economic Development - General,2014,disbursement,184436.0,238891.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Economic Development - General,2015,commitment,169878.0,217777.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Economic Development - General,2015,disbursement,298341.0,382469.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Economic Development - General,2016,commitment,356115.0,452912.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Economic Development - General,2016,disbursement,278730.0,354492.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Economic Development - General,2017,commitment,1188924.0,1486988.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Economic Development - General,2017,disbursement,1237417.0,1547638.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Economic Development - General,2018,commitment,1600581.0,1958369.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Economic Development - General,2018,disbursement,1582650.0,1936430.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Economic Development - General,2019,commitment,1791708.0,2152837.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Economic Development - General,2019,disbursement,1882115.0,2261466.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Economic Development - General,2020,commitment,1424640.0,1689868.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Economic Development - General,2020,disbursement,1289038.0,1529023.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Economic Development - General,2021,commitment,627439.0,719612.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Economic Development - General,2021,disbursement,729307.0,836446.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Economic Opportunity,2001,commitment,3135000.0,5272212.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Economic Opportunity,2001,disbursement,1735000.0,2917795.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Economic Opportunity,2002,commitment,2111000.0,3495139.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Economic Opportunity,2002,disbursement,2111000.0,3495139.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Economic Opportunity,2003,commitment,2624000.0,4262679.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Economic Opportunity,2003,disbursement,2655100.0,4313201.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Economic Opportunity,2004,commitment,2108000.0,3342812.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Economic Opportunity,2004,disbursement,2108000.0,3342812.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Economic Opportunity,2005,commitment,299955.0,461614.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Economic Opportunity,2005,disbursement,279045.0,429434.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Economic Opportunity,2008,commitment,12386.0,17602.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Economic Opportunity,2009,disbursement,12386.0,17423.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Economic Opportunity,2010,commitment,87083.0,121448.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Economic Opportunity,2010,disbursement,59124.0,82454.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Economic Opportunity,2011,commitment,2317158.0,3167982.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Economic Opportunity,2011,disbursement,1540578.0,2106251.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Economic Opportunity,2012,commitment,-818.0,-1098.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Economic Opportunity,2012,disbursement,800923.0,1075494.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Economic Opportunity,2013,commitment,1313.0,1731.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Economic Opportunity,2013,disbursement,2800.0,3694.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Economic Opportunity,2014,commitment,-389.0,-504.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Economic Opportunity,2014,disbursement,924.0,1196.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Economic Opportunity,2015,commitment,389.0,499.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Economic Opportunity,2015,disbursement,389.0,499.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Financial Sector,2002,disbursement,174782.0,289383.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Financial Sector,2003,disbursement,470914.0,764997.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Financial Sector,2004,disbursement,518784.0,822676.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Financial Sector,2005,commitment,116148.0,178745.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Financial Sector,2005,disbursement,269428.0,414634.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Financial Sector,2006,disbursement,8183.0,12197.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Financial Sector,2012,commitment,126580.0,169974.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Financial Sector,2012,disbursement,14891.0,19996.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Financial Sector,2013,commitment,17776.0,23445.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Financial Sector,2013,disbursement,16412.0,21645.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Financial Sector,2014,disbursement,13351.0,17293.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Infrastructure,2001,commitment,190500.0,320368.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Infrastructure,2001,disbursement,1333923.0,2243292.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Infrastructure,2002,commitment,-43739.0,-72419.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
