DATAFLOW,DONOR: Donor,RECIPIENT: Recipient,MEASURE: Measure,UNIT_MEASURE: Unit of measure,PRICE_BASE: Price base,TIME_PERIOD: Time period,OBS_VALUE,BASE_PER: Base period,UNIT_MULT: Unit multiplier,FLOW_TYPE: Flow type,OBS_STATUS: Observation status
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV0: Private Donors,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2015,8.993646,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1601: Gates Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2019,6.150294,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1601: Gates Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2020,5.85181,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1601: Gates Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2022,7.803545,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1601: Gates Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2021,5.603963,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1601: Gates Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2017,4.000712,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1601: Gates Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2024,5.31045,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1601: Gates Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2023,6.601381,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1601: Gates Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2015,6.845927,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1601: Gates Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2018,3.193512,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1601: Gates Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2016,3.320504,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1617: Conrad N. Hilton Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2015,0.644437,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1612: H&M Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2015,0.105343,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1613: Laudes Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2015,0.259729,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1605: MetLife Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2015,0.443051,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1614: Charity Projects Ltd (Comic Relief),NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2015,0.695159,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1614: Charity Projects Ltd (Comic Relief),NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2016,0.272662,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1613: Laudes Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2016,0.047362,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1638: Margaret A. Cargill Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2016,4.327306,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1605: MetLife Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2016,0.319185,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1630: World Diabetes Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2016,0.1979,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1650: Good Ventures Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2024,2.0883,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1630: World Diabetes Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2024,1.007837,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1629: UBS Optimus Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2024,1.523777,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1628: Wellcome Trust,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2024,0.326167,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1627: Ford Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2024,0.697,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1618: David and Lucile Packard Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2024,0.672,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1614: Charity Projects Ltd (Comic Relief),NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2017,0.281812,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1630: World Diabetes Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2017,0.638375,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1618: David and Lucile Packard Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2017,1.081816,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1611: Oak Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2017,0.478306,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1624: William and Flora Hewlett Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2017,0.407641,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1638: Margaret A. Cargill Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2017,3.517629,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1628: Wellcome Trust,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2017,0.508944,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1627: Ford Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2017,0.407641,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1618: David and Lucile Packard Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2018,0.306547,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1637: Arcadia,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2018,1.145851,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1615: Children's Investment Fund Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2018,0.160151,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1638: Margaret A. Cargill Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2018,5.855053,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1605: MetLife Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2018,0.027381,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1624: William and Flora Hewlett Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2018,1.10357,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PLG0: Postcode Lottery Group,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2018,0.562514,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PLG0_SE: Swedish Postcode Lottery,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2018,0.562514,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1614: Charity Projects Ltd (Comic Relief),NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2018,1.093697,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1627: Ford Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2018,0.533671,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1618: David and Lucile Packard Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2023,0.449898,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1643: Open Society Foundations,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2023,0.204965,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1628: Wellcome Trust,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2023,1.704537,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1627: Ford Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2023,0.103302,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1639: La Caixa Banking Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2023,0.037266,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1629: UBS Optimus Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2023,1.658099,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1617: Conrad N. Hilton Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2023,0.219312,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PLG0: Postcode Lottery Group,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2023,0.660529,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1650: Good Ventures Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2023,0.021009,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1608: IKEA Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2023,0.904812,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1630: World Diabetes Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2023,0.364582,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PLG0_NL: Dutch Postcode Lottery,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2023,0.552827,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PLG0_DE: German Postcode Lottery,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2023,0.107702,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1611: Oak Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2023,0.412123,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1629: UBS Optimus Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2020,3.560322,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1618: David and Lucile Packard Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2020,0.037196,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PLG0: Postcode Lottery Group,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2020,0.26227,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1614: Charity Projects Ltd (Comic Relief),NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2020,0.287203,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1638: Margaret A. Cargill Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2020,1.725861,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PLG0_NL: Dutch Postcode Lottery,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2020,0.039794,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PLG0_SE: Swedish Postcode Lottery,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2020,0.222476,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1627: Ford Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2020,0.209774,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1614: Charity Projects Ltd (Comic Relief),NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2019,1.012395,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1628: Wellcome Trust,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2019,0.051922,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PLG0: Postcode Lottery Group,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2019,0.678713,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1618: David and Lucile Packard Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2019,0.804187,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PLG0_NL: Dutch Postcode Lottery,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2019,0.678713,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1624: William and Flora Hewlett Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2019,0.241256,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1644: Fondation Botnar,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2019,0.028149,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1639: La Caixa Banking Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2019,0.018616,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1638: Margaret A. Cargill Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2019,5.191829,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1611: Oak Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2019,0.213465,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1629: UBS Optimus Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2019,7.137546,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1630: World Diabetes Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2019,0.255416,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1627: Ford Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2019,0.403589,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1643: Open Society Foundations,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2022,1.113793,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1629: UBS Optimus Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2022,0.878424,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1618: David and Lucile Packard Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2022,0.727449,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1639: La Caixa Banking Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2022,0.026963,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PLG0: Postcode Lottery Group,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2022,0.542566,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1624: William and Flora Hewlett Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2022,0.230261,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1638: Margaret A. Cargill Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2022,2.214051,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1628: Wellcome Trust,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2022,0.044856,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1650: Good Ventures Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2022,0.400634,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PLG0_DE: German Postcode Lottery,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2022,0.120193,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PLG0_GB: People's Postcode Lottery,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2022,0.422373,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1627: Ford Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2022,0.871987,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1640: Bloomberg Family Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2022,0.474993,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1643: Open Society Foundations,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2021,1.769429,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1639: La Caixa Banking Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2021,0.027102,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1629: UBS Optimus Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2021,0.085261,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1632: Citi Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2021,0.091067,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1628: Wellcome Trust,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2021,1.841081,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1618: David and Lucile Packard Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2021,0.065549,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1624: William and Flora Hewlett Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2021,0.246639,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1633: LEGO Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2021,2.183817,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9OTH022: Private Infrastructure Development Group,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2021,0.261024,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1614: Charity Projects Ltd (Comic Relief),NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2021,0.175511,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1638: Margaret A. Cargill Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2021,2.542275,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1627: Ford Foundation,NPL: Nepal,"201: ODA grants, disbursements",USD: US dollar,Q: Constant prices,2021,0.687552,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1618: David and Lucile Packard Foundation,NPL: Nepal,"207: Technical cooperation, disbursements",USD: US dollar,Q: Constant prices,2017,0.94071,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1618: David and Lucile Packard Foundation,NPL: Nepal,"207: Technical cooperation, disbursements",USD: US dollar,Q: Constant prices,2022,0.034539,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1629: UBS Optimus Foundation,NPL: Nepal,"207: Technical cooperation, disbursements",USD: US dollar,Q: Constant prices,2022,0.208257,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1627: Ford Foundation,NPL: Nepal,"207: Technical cooperation, disbursements",USD: US dollar,Q: Constant prices,2019,0.072377,2024,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),9PRIV1618: David and Lucile Packard Foundation,NPL: Nepal,"207: Technical cooperation, disbursements",USD: US dollar,Q: Constant prices,2024,0.012,2024,6: Millions,D: Disbursements,A: Normal value
